COMUNA,REGION,URBANIDAD,FPAGO,TIPOBENEFICIO,COBROMARZO,SEXO,ECIVIL,NACIONALIDAD,NOCOBRO
181,5,2,3,14,0,1,1,0,0
147,4,2,3,14,0,2,5,0,1
211,6,1,3,14,0,1,5,0,0
49,15,1,5,3,0,1,1,0,0
111,14,2,1,1,0,1,1,0,0
11,1,2,3,14,0,1,1,1,0
115,11,2,3,14,0,2,5,0,1
246,14,2,3,14,0,1,5,0,0
220,11,2,3,14,1,2,1,0,1
180,7,2,3,14,0,1,5,0,1
16,0,2,3,14,0,1,1,0,0
17,7,1,3,14,0,2,1,0,0
204,11,2,3,14,0,2,5,0,1
315,4,2,3,14,0,1,1,0,0
285,11,2,1,16,0,1,1,0,0
205,11,2,3,7,0,1,1,0,0
31,11,2,3,7,1,1,3,0,0
134,10,2,3,18,0,1,1,0,0
307,6,2,3,16,0,1,5,0,1
330,14,2,3,16,0,1,1,0,1
154,12,2,4,7,0,1,1,0,0
74,10,2,3,14,1,1,5,0,0
118,14,1,1,17,0,2,1,0,1
112,11,2,3,14,0,2,5,0,0
335,15,0,4,7,0,1,1,0,0
115,11,2,3,16,0,1,1,0,0
166,11,2,3,14,1,1,1,0,1
39,15,2,3,16,0,1,1,0,0
319,8,2,3,16,0,1,1,0,1
336,11,2,3,16,0,1,1,0,0
300,11,2,3,16,0,1,5,0,1
79,15,0,3,14,0,2,5,0,0
252,12,2,3,14,0,1,1,0,0
244,15,1,3,14,0,1,1,0,0
147,4,2,1,17,0,2,1,0,1
271,11,2,3,7,0,1,1,0,1
136,7,1,3,14,0,1,5,0,1
5,7,1,3,14,1,1,1,0,0
272,15,2,1,17,0,2,1,0,1
11,1,2,1,17,0,2,1,0,1
327,14,2,3,14,0,2,5,0,0
74,10,2,1,1,0,1,1,0,0
219,11,2,1,16,0,1,5,0,0
316,6,1,3,14,0,1,1,0,0
252,12,2,3,14,0,1,5,0,0
300,11,2,3,16,1,1,5,0,0
157,11,2,3,7,0,1,1,0,0
336,11,2,3,16,0,1,5,0,1
130,6,1,3,7,0,1,5,0,1
35,2,1,5,14,0,1,2,0,1
13,15,1,3,16,0,1,1,0,1
111,14,2,3,14,0,2,1,0,0
330,14,2,3,16,0,1,5,0,0
66,3,2,3,7,0,1,1,0,0
332,4,1,1,17,0,2,1,0,1
202,14,0,4,16,0,1,1,0,0
208,12,1,1,17,0,2,1,0,1
97,14,1,1,17,1,1,1,0,1
131,4,1,3,16,0,1,1,0,0
11,1,2,3,16,0,1,5,0,0
230,9,2,3,7,0,1,1,0,1
246,14,2,1,17,0,2,1,0,1
323,6,1,1,17,1,1,5,0,1
66,3,2,3,16,0,2,1,0,0
62,2,2,3,16,0,2,1,0,1
147,4,2,3,14,0,1,1,0,0
152,4,2,3,16,0,1,1,0,0
285,11,2,3,16,0,1,5,0,0
297,12,1,3,16,1,2,1,0,0
305,4,2,3,7,0,1,1,0,1
147,4,2,3,14,0,1,1,0,0
121,5,2,3,16,0,1,1,0,0
152,4,2,3,14,0,1,1,0,0
149,7,1,3,14,0,2,1,0,1
290,4,2,1,17,0,2,1,0,1
220,11,2,3,16,0,1,1,0,0
320,2,2,3,14,0,1,5,0,0
300,11,2,3,14,0,2,5,0,0
143,10,0,3,3,0,1,1,0,0
134,10,2,1,17,1,1,1,0,1
179,14,1,1,17,0,2,1,0,1
330,14,2,1,17,0,2,1,0,1
190,14,0,3,14,0,1,1,0,0
304,10,2,3,14,0,2,5,0,0
112,11,2,3,14,0,1,1,0,0
58,4,2,1,17,0,1,1,0,1
285,11,2,3,16,0,1,1,0,0
307,6,2,1,17,1,2,1,0,1
166,11,2,3,7,0,1,1,0,0
115,11,2,3,16,0,1,1,0,0
330,14,2,1,17,0,2,5,0,1
332,4,1,3,16,0,1,5,0,0
187,7,0,5,14,0,1,5,0,0
327,14,2,3,14,0,2,5,0,0
285,11,2,3,16,0,1,1,0,0
115,11,2,3,14,1,1,1,0,0
111,14,2,1,1,0,2,1,0,1
65,8,0,4,7,0,1,1,0,0
336,11,2,3,16,0,1,1,0,0
68,6,1,3,14,1,2,5,0,1
134,10,2,1,17,0,2,1,0,1
285,11,2,3,14,0,1,1,0,0
300,11,2,3,16,0,1,1,0,0
134,10,2,3,16,0,1,1,0,1
118,14,1,1,17,0,2,1,0,1
104,11,2,3,14,0,1,1,0,1
62,2,2,3,16,1,1,1,0,0
62,2,2,3,2,0,2,1,0,1
49,15,1,1,17,0,2,1,0,1
39,15,2,1,17,0,2,1,0,1
39,15,2,3,16,0,1,1,0,0
39,15,2,3,16,0,1,1,0,0
262,8,1,3,14,0,1,1,0,0
140,11,2,3,18,0,1,1,0,0
27,7,2,1,17,0,2,1,0,1
223,7,2,3,16,0,1,1,0,0
193,10,1,1,17,0,2,1,0,0
300,11,2,3,16,0,1,1,0,1
147,4,2,3,14,0,1,1,0,0
68,6,1,3,14,0,1,5,0,1
134,10,2,3,16,0,1,1,0,0
78,11,2,3,14,0,1,1,0,0
303,11,2,3,16,1,1,1,0,0
304,10,2,3,7,1,1,5,0,0
157,11,2,1,17,0,2,1,0,1
218,6,1,3,14,0,1,1,0,0
147,4,2,3,14,1,1,5,0,0
223,7,2,3,7,0,1,1,0,0
270,14,2,3,16,0,1,5,0,0
273,10,1,1,17,1,2,1,0,1
297,12,1,3,16,0,1,1,0,1
183,6,2,3,14,0,2,5,0,1
319,8,2,3,7,1,1,1,0,0
313,0,1,5,16,0,1,1,0,1
307,6,2,3,14,0,1,1,0,0
336,11,2,1,16,0,1,1,0,0
194,11,2,3,7,0,1,1,0,1
181,5,2,1,17,0,2,1,0,1
133,14,2,1,17,1,2,1,0,1
202,14,0,1,17,0,2,1,0,1
134,10,2,1,17,0,2,1,0,1
220,11,2,3,7,0,1,1,0,1
134,10,2,3,14,0,1,5,0,0
271,11,2,3,16,1,2,5,0,0
134,10,2,3,16,0,1,1,0,0
63,5,2,3,7,1,1,5,0,0
39,15,2,3,7,0,1,3,0,0
37,4,2,3,7,1,1,1,0,0
181,5,2,3,14,1,1,1,0,0
219,11,2,1,17,0,1,5,0,0
290,4,2,3,14,0,1,1,0,0
29,10,1,1,17,0,2,1,0,1
262,8,1,3,14,0,2,1,0,0
39,15,2,3,16,0,1,1,0,0
128,11,2,3,7,0,1,1,0,1
252,12,2,3,16,0,1,1,0,0
159,12,0,1,1,0,2,1,0,1
30,4,1,3,7,0,1,1,0,1
321,14,2,3,14,0,1,1,0,0
294,12,1,1,17,0,2,1,0,0
258,12,2,3,16,0,1,1,0,0
37,4,2,3,7,0,1,1,0,1
121,5,2,3,16,0,1,1,0,0
92,8,0,5,14,0,2,1,0,1
276,14,2,1,17,1,1,5,0,0
106,11,2,3,16,0,2,5,0,0
223,7,2,1,17,0,1,1,0,0
327,14,2,3,16,0,1,1,0,0
8,0,2,1,17,0,1,1,0,1
137,14,1,3,7,0,1,1,0,1
39,15,2,3,16,0,2,1,0,0
321,14,2,3,7,0,1,1,0,1
18,2,1,5,14,1,1,5,0,0
78,11,2,3,7,0,1,1,0,1
128,11,2,3,16,0,1,5,0,0
220,11,2,3,14,0,1,1,0,0
32,11,2,3,14,0,1,1,0,0
112,11,2,3,16,0,1,1,0,1
85,11,2,3,7,1,1,1,0,0
255,11,2,3,14,0,2,5,0,1
78,11,2,1,17,1,1,1,0,0
85,11,2,3,16,0,1,1,0,0
205,11,2,3,14,0,1,1,0,0
285,11,2,3,16,0,1,1,0,0
27,7,2,1,17,0,1,3,0,1
125,11,2,1,17,1,1,5,0,1
157,11,2,3,14,0,1,1,0,0
140,11,2,3,14,0,1,1,0,0
292,11,2,3,14,1,1,1,0,0
39,15,2,0,16,0,1,1,0,0
30,4,1,1,17,0,1,1,0,0
48,15,1,3,16,0,1,1,0,0
121,5,2,3,16,0,1,1,0,1
127,12,1,5,16,1,2,5,0,0
249,11,2,3,14,0,1,1,0,0
157,11,2,1,17,0,1,1,0,1
321,14,2,3,7,0,1,1,0,0
319,8,2,1,1,0,1,1,0,0
281,11,2,3,7,0,1,1,0,0
223,7,2,3,16,0,1,5,0,1
300,11,2,3,14,0,2,5,0,1
321,14,2,3,14,1,1,1,0,0
60,10,2,1,17,0,2,1,0,1
270,14,2,1,17,0,2,5,0,1
134,10,2,3,16,0,1,1,0,0
307,6,2,4,14,0,2,5,0,1
107,13,2,3,16,0,1,1,0,0
180,7,2,3,14,0,1,5,0,0
230,9,2,3,16,0,1,1,0,0
152,4,2,3,16,0,1,1,0,0
246,14,2,3,7,1,1,1,0,0
208,12,1,1,17,0,2,5,0,1
330,14,2,3,16,0,1,5,0,0
220,11,2,1,17,0,2,1,0,0
180,7,2,1,17,0,2,5,0,1
33,7,0,5,14,0,1,1,0,0
147,4,2,3,16,0,1,1,0,0
124,4,1,3,14,0,1,1,0,0
227,7,2,3,14,0,2,1,0,1
321,14,2,3,16,0,1,1,0,0
48,15,1,3,16,0,1,1,0,0
167,10,2,1,17,0,2,1,0,0
180,7,2,1,17,0,1,1,0,1
304,10,2,3,16,0,1,5,0,1
211,6,1,3,14,1,1,5,0,0
321,14,2,1,16,1,1,1,0,1
307,6,2,3,14,0,1,1,0,0
13,15,1,1,17,0,2,1,0,1
147,4,2,1,17,0,2,1,0,1
181,5,2,1,17,0,1,1,0,0
252,12,2,3,7,1,1,1,0,0
327,14,2,1,16,0,1,1,0,0
330,14,2,3,14,0,1,1,0,0
305,4,2,3,16,0,2,1,0,0
49,15,1,5,3,0,2,1,0,0
151,5,1,1,17,0,1,3,0,1
157,11,2,3,14,0,1,1,0,0
147,4,2,3,16,0,2,5,0,0
280,10,2,3,14,0,1,1,0,0
281,11,2,1,16,0,2,5,0,0
194,11,2,1,17,0,2,1,0,1
183,6,2,3,14,0,2,5,0,0
307,6,2,3,7,0,1,1,0,0
180,7,2,3,16,0,1,1,0,0
8,0,2,3,7,1,1,1,0,0
112,11,2,3,7,1,1,1,0,1
147,4,2,1,17,1,1,1,0,1
58,4,2,1,17,0,2,1,0,1
45,7,0,4,14,1,2,1,0,0
269,5,1,3,16,0,1,1,0,1
212,12,0,1,1,0,2,1,0,1
304,10,2,1,17,0,2,5,0,0
269,5,1,1,17,0,2,1,0,1
119,11,2,3,7,0,1,5,0,1
319,8,2,4,7,0,1,1,0,1
250,14,1,1,17,1,1,1,0,1
252,12,2,3,14,0,1,1,0,0
278,12,1,1,17,0,2,1,0,1
262,8,1,3,7,0,1,5,0,1
270,14,2,3,14,0,1,1,0,0
271,11,2,3,7,0,1,1,0,0
111,14,2,1,17,0,1,1,0,0
273,10,1,3,14,0,1,1,0,0
115,11,2,3,14,0,1,1,0,0
74,10,2,3,14,1,1,1,0,0
330,14,2,0,16,0,1,1,0,0
11,1,2,1,17,0,2,1,0,0
62,2,2,3,14,0,1,1,0,1
300,11,2,3,6,0,2,1,0,1
14,14,1,5,14,0,1,1,0,0
16,0,2,3,7,0,1,1,0,1
245,14,2,3,7,0,1,1,0,0
305,4,2,3,14,1,1,5,0,0
336,11,2,3,14,0,1,1,0,1
161,11,0,4,16,1,1,5,0,0
252,12,2,3,3,0,1,1,0,1
325,6,1,4,14,1,1,1,0,0
194,11,2,3,14,1,2,1,0,0
304,10,2,3,7,0,1,1,0,1
270,14,2,3,16,0,1,1,0,0
137,14,1,1,17,0,2,1,0,0
245,14,2,3,16,0,2,5,0,1
180,7,2,3,14,0,2,5,0,0
216,11,2,3,16,0,1,5,0,0
208,12,1,1,17,1,1,1,0,1
304,10,2,3,16,0,2,1,0,0
328,6,2,1,17,1,2,1,0,1
328,6,2,3,14,0,1,1,0,1
316,6,1,1,17,0,2,5,0,1
16,0,2,3,16,0,1,5,0,0
112,11,2,3,3,0,1,1,0,0
32,11,2,3,14,0,2,5,0,1
120,11,2,3,14,0,1,1,0,0
8,0,2,3,16,0,1,1,0,0
205,11,2,3,14,0,1,1,0,0
305,4,2,3,14,1,1,5,0,0
220,11,2,3,14,0,1,1,0,0
245,14,2,1,17,0,2,1,0,1
273,10,1,3,14,0,1,1,0,1
198,10,0,4,14,1,1,1,0,0
134,10,2,3,14,0,1,1,0,0
87,6,1,3,14,0,1,1,0,0
107,13,2,3,16,0,1,1,0,0
63,5,2,1,17,1,1,1,0,1
67,6,1,3,14,0,1,1,0,0
157,11,2,3,14,0,1,1,0,1
307,6,2,3,7,1,1,1,0,0
106,11,2,0,16,1,1,1,0,1
0,14,1,5,14,0,1,1,0,0
282,8,1,3,16,0,1,1,0,0
304,10,2,4,14,0,1,1,0,0
100,4,2,3,14,0,2,1,0,1
11,1,2,3,14,0,1,1,0,1
134,10,2,3,7,0,1,1,0,1
27,7,2,3,14,0,2,1,0,1
119,11,2,3,7,0,1,1,0,0
315,4,2,3,16,0,1,5,0,0
62,2,2,3,7,0,1,1,0,1
39,15,2,1,17,0,2,1,0,1
252,12,2,1,17,0,2,1,0,1
332,4,1,3,14,0,1,5,0,0
12,11,2,3,16,0,1,1,0,1
230,9,2,3,14,0,1,1,0,0
107,13,2,3,7,0,1,1,1,0
121,5,2,3,14,0,1,1,0,0
8,0,2,3,16,0,1,1,0,0
63,5,2,3,16,0,1,1,0,0
85,11,2,3,14,0,1,1,0,0
96,12,1,5,7,0,1,1,0,1
252,12,2,3,7,0,1,1,0,0
118,14,1,3,16,1,1,5,0,0
320,2,2,1,17,0,1,1,0,1
246,14,2,3,16,0,1,5,0,1
321,14,2,3,14,0,2,1,0,1
321,14,2,3,16,0,1,5,0,0
78,11,2,3,7,0,1,1,0,1
134,10,2,3,7,1,1,1,0,0
319,8,2,3,16,0,1,1,0,1
204,11,2,1,17,0,2,1,0,1
246,14,2,1,17,0,2,1,0,1
304,10,2,3,16,0,1,5,0,0
39,15,2,3,7,0,1,1,0,1
304,10,2,3,7,0,1,1,0,0
307,6,2,3,16,0,1,5,0,0
230,9,2,3,16,0,2,1,0,0
204,11,2,4,7,0,1,1,0,1
193,10,1,1,17,0,1,1,0,1
305,4,2,3,7,0,1,1,0,1
11,1,2,3,14,0,1,3,0,0
219,11,2,3,14,0,1,1,0,0
60,10,2,3,16,0,1,1,0,0
336,11,2,3,16,0,1,1,0,0
223,7,2,3,16,0,1,1,0,1
262,8,1,3,7,1,1,1,0,0
281,11,2,3,14,0,1,1,0,0
272,15,2,1,17,1,1,1,0,1
85,11,2,3,16,1,1,5,0,1
223,7,2,3,16,0,1,1,0,1
17,7,1,3,7,0,1,5,0,1
207,12,1,5,14,0,1,1,0,0
147,4,2,3,7,1,1,1,0,0
147,4,2,3,7,0,1,5,0,0
305,4,2,3,16,0,1,1,0,0
307,6,2,0,16,0,1,1,0,0
57,14,2,3,14,1,1,5,0,0
180,7,2,3,7,0,1,1,0,1
11,1,2,3,16,0,1,1,0,0
157,11,2,3,14,1,1,5,0,0
330,14,2,3,14,0,2,5,0,1
63,5,2,3,14,0,2,1,0,0
66,3,2,3,7,0,1,1,0,1
307,6,2,3,7,0,1,1,0,0
14,14,1,1,17,0,2,1,0,1
166,11,2,3,16,0,1,5,0,0
62,2,2,3,16,0,2,5,0,0
223,7,2,3,14,0,1,1,0,0
304,10,2,1,17,0,1,1,0,1
7,6,2,1,17,0,2,1,0,1
271,11,2,3,14,0,1,1,0,0
63,5,2,3,14,0,1,1,0,0
245,14,2,3,16,0,1,1,0,0
211,6,1,3,14,0,1,1,0,1
177,6,1,3,14,0,1,5,0,1
134,10,2,3,7,0,1,1,0,0
106,11,2,3,16,0,2,1,0,0
252,12,2,3,14,0,1,1,0,0
280,10,2,3,14,0,1,5,0,0
17,7,1,3,14,0,2,5,0,0
34,10,0,1,17,1,1,1,0,0
205,11,2,3,14,0,1,1,0,0
96,12,1,1,17,0,1,1,0,0
107,13,2,3,16,1,2,5,0,1
280,10,2,3,0,0,1,1,0,0
332,4,1,3,14,0,1,5,0,0
106,11,2,3,16,0,1,5,0,0
271,11,2,3,16,0,1,5,0,1
307,6,2,1,16,0,2,5,0,0
90,7,1,3,14,0,2,1,0,1
115,11,2,3,16,0,1,1,0,1
307,6,2,0,16,0,2,1,0,0
11,1,2,3,7,1,1,1,0,0
95,6,1,5,14,0,2,1,0,1
307,6,2,3,14,0,1,5,0,0
300,11,2,3,14,0,2,1,0,1
331,10,1,5,7,0,1,1,0,1
330,14,2,3,14,0,1,1,0,1
327,14,2,3,14,0,1,1,0,1
252,12,2,3,16,0,1,5,0,1
180,7,2,3,16,0,1,1,0,0
271,11,2,3,14,0,1,1,0,0
270,14,2,3,16,0,2,1,0,0
89,7,0,5,14,0,1,1,0,1
17,7,1,3,14,0,1,5,0,0
106,11,2,3,16,1,1,5,0,0
300,11,2,3,16,0,1,1,0,0
336,11,2,3,16,0,1,1,0,0
319,8,2,3,14,0,1,1,0,1
62,2,2,3,14,0,1,1,0,0
71,4,1,3,7,1,1,5,0,1
249,11,2,3,16,1,1,1,0,0
59,11,2,3,16,0,1,1,0,0
177,6,1,3,14,0,2,5,0,1
30,4,1,3,14,0,1,1,0,0
166,11,2,3,14,0,2,1,0,0
80,11,1,3,14,0,2,5,0,0
305,4,2,1,17,0,1,1,0,0
270,14,2,3,14,0,1,1,0,0
216,11,2,1,17,0,1,1,0,1
211,6,1,1,17,1,1,1,0,1
43,7,1,5,14,0,1,1,0,0
257,11,2,3,14,0,1,1,0,1
182,11,2,3,14,0,1,1,0,0
118,14,1,3,14,0,1,1,0,0
297,12,1,0,16,0,2,1,0,0
285,11,2,3,16,1,2,1,0,0
64,4,2,3,14,0,1,3,0,0
105,5,1,4,14,0,1,1,0,0
74,10,2,4,14,0,1,5,0,1
142,6,1,3,14,0,1,1,0,0
106,11,2,3,14,0,1,1,0,0
211,6,1,1,17,0,2,1,0,1
123,8,0,5,14,0,2,5,0,1
325,6,1,5,14,0,1,1,0,0
330,14,2,3,16,0,1,5,0,0
252,12,2,3,7,0,1,1,0,0
285,11,2,3,14,0,1,1,0,0
8,0,2,1,17,0,1,1,0,1
186,11,2,4,7,1,1,1,0,0
100,4,2,3,14,0,1,1,0,0
270,14,2,3,7,0,1,1,0,0
320,2,2,3,16,0,1,5,0,1
167,10,2,3,16,0,2,1,0,0
167,10,2,4,14,1,1,1,0,0
205,11,2,3,14,0,1,1,0,0
205,11,2,3,18,0,1,1,0,0
327,14,2,3,14,0,2,1,0,1
147,4,2,3,7,0,1,1,0,1
115,11,2,3,14,0,2,1,0,0
108,11,1,5,14,1,1,1,0,0
101,4,1,3,14,0,1,5,0,0
327,14,2,3,14,0,1,1,0,0
54,6,1,3,14,0,1,1,0,0
336,11,2,3,16,0,1,1,0,0
68,6,1,3,14,0,1,1,0,0
66,3,2,3,14,0,1,1,0,0
66,3,2,4,7,1,1,5,0,1
246,14,2,3,7,1,1,1,0,0
251,15,0,3,7,0,1,1,0,1
122,8,1,3,7,0,1,1,0,1
283,11,1,5,14,1,2,1,0,1
273,10,1,4,7,0,1,1,0,0
307,6,2,3,14,0,1,5,0,1
41,12,1,3,14,0,1,1,0,1
321,14,2,3,7,0,1,1,0,1
218,6,1,3,14,0,1,5,0,0
180,7,2,3,7,0,1,1,0,0
8,0,2,3,7,0,1,1,0,1
328,6,2,3,7,1,1,5,0,0
321,14,2,3,14,0,1,1,0,1
285,11,2,1,16,1,1,1,0,1
100,4,2,3,7,0,1,1,0,0
74,10,2,3,14,0,1,1,0,1
130,6,1,3,16,0,1,1,0,0
223,7,2,3,14,0,1,1,0,0
118,14,1,3,7,0,1,1,0,0
271,11,2,3,14,0,1,5,0,1
321,14,2,3,16,0,1,1,0,1
20,14,1,1,17,0,2,1,0,1
280,10,2,3,7,0,1,5,0,0
128,11,2,3,14,0,1,1,0,1
157,11,2,3,16,0,1,5,0,0
180,7,2,3,7,0,1,1,0,1
300,11,2,3,16,0,1,1,0,0
245,14,2,3,7,1,1,1,0,0
324,5,1,1,17,1,1,5,0,1
246,14,2,3,16,0,2,1,0,0
314,6,0,3,14,0,1,1,0,0
271,11,2,3,7,0,1,5,0,1
126,8,1,1,17,1,1,1,0,0
74,10,2,3,7,0,1,1,0,0
74,10,2,3,7,0,1,1,0,1
268,10,1,1,17,1,1,1,0,1
149,7,1,1,17,0,2,1,0,1
258,12,2,3,16,0,2,1,0,0
249,11,2,3,7,0,1,1,0,1
128,11,2,3,14,0,1,1,0,0
189,8,1,3,14,0,1,1,0,0
300,11,2,1,17,1,2,1,0,0
246,14,2,3,7,0,1,1,0,1
158,12,0,3,7,0,1,1,0,0
233,7,1,3,16,1,1,5,0,0
306,0,1,5,14,0,1,1,0,0
25,14,1,3,14,0,1,1,0,0
262,8,1,3,16,0,1,1,0,0
218,6,1,3,7,1,1,1,0,0
319,8,2,3,14,0,1,1,0,1
315,4,2,3,7,1,1,1,0,0
146,14,2,3,16,0,1,1,0,0
270,14,2,3,14,1,1,1,0,0
25,14,1,3,16,0,1,1,0,0
208,12,1,5,7,1,1,1,0,0
223,7,2,3,14,0,2,5,0,0
252,12,2,3,16,0,2,1,0,0
107,13,2,3,7,0,1,1,0,0
134,10,2,3,14,1,2,1,0,1
106,11,2,3,14,0,2,3,0,0
8,0,2,3,14,0,1,1,0,0
303,11,2,1,17,0,1,5,0,1
223,7,2,1,17,0,2,1,0,1
223,7,2,3,14,0,2,5,0,0
29,10,1,3,7,0,1,1,0,0
106,11,2,0,16,1,1,1,0,1
147,4,2,3,16,0,1,1,0,0
246,14,2,3,16,1,1,1,0,0
215,13,1,5,14,0,1,1,0,0
66,3,2,4,7,0,1,1,0,1
58,4,2,3,7,0,1,1,0,0
25,14,1,1,17,1,1,1,0,1
329,11,2,3,14,0,1,1,0,0
8,0,2,3,16,0,1,5,0,0
11,1,2,1,17,1,1,1,0,0
11,1,2,3,14,0,2,1,1,0
11,1,2,3,14,0,1,1,1,0
98,7,0,4,14,0,1,1,0,0
58,4,2,3,16,0,1,1,0,0
252,12,2,3,7,0,1,5,0,1
297,12,1,3,16,0,1,1,0,0
58,4,2,3,7,0,1,1,0,0
277,12,2,3,7,0,1,1,0,0
59,11,2,3,7,1,1,1,0,0
63,5,2,3,14,0,1,1,0,1
115,11,2,3,14,0,1,5,0,0
277,12,2,3,14,0,1,1,0,0
269,5,1,1,17,0,2,1,0,0
224,9,1,5,16,0,2,1,0,1
85,11,2,3,16,0,1,3,0,0
27,7,2,3,14,0,1,1,0,1
304,10,2,3,7,0,1,1,0,0
303,11,2,0,16,0,1,1,0,0
303,11,2,0,16,0,2,1,0,0
139,11,2,3,14,0,2,1,0,0
269,5,1,1,17,0,2,5,0,0
107,13,2,3,7,0,1,1,0,0
119,11,2,3,14,0,2,1,0,0
216,11,2,3,16,0,2,5,0,0
181,5,2,3,16,0,1,1,0,0
62,2,2,3,14,0,1,5,0,0
321,14,2,3,16,0,2,1,0,0
8,0,2,1,17,0,2,1,0,1
223,7,2,1,16,0,1,1,0,0
286,15,0,4,7,0,1,1,0,0
10,4,1,3,16,0,1,1,0,0
120,11,2,3,14,1,1,5,0,0
107,13,2,1,17,0,2,1,0,1
180,7,2,3,16,0,1,5,0,1
149,7,1,1,17,0,2,1,0,1
128,11,2,3,7,0,1,1,0,1
63,5,2,3,7,0,1,3,0,0
17,7,1,3,7,0,1,1,0,1
101,4,1,3,14,1,1,1,0,0
128,11,2,3,16,0,1,1,0,1
121,5,2,3,14,0,1,1,0,0
39,15,2,3,14,1,1,1,0,0
63,5,2,3,16,0,1,5,0,0
60,10,2,3,16,1,2,1,0,0
68,6,1,1,17,0,1,1,0,0
76,2,1,1,1,1,1,5,0,0
252,12,2,3,14,0,1,1,0,1
119,11,2,3,16,0,1,5,0,0
11,1,2,3,3,0,1,1,0,0
320,2,2,3,7,0,1,1,0,1
233,7,1,3,14,0,1,1,0,0
32,11,2,3,14,0,1,1,0,0
276,14,2,3,16,0,1,1,0,0
39,15,2,3,14,1,1,1,0,0
204,11,2,3,7,0,1,1,0,1
305,4,2,3,16,1,1,5,0,0
148,8,1,5,14,0,1,1,0,1
277,12,2,3,16,0,1,5,0,0
17,7,1,3,14,0,2,5,0,0
205,11,2,3,14,0,1,1,0,0
181,5,2,3,7,0,1,5,0,1
181,5,2,3,14,1,1,5,0,0
74,10,2,3,14,1,2,5,0,0
270,14,2,3,16,0,1,1,0,0
30,4,1,3,14,0,1,1,0,0
336,11,2,3,16,0,1,3,0,0
252,12,2,3,7,0,1,1,0,0
180,7,2,3,14,0,2,5,0,1
276,14,2,1,17,0,2,1,0,1
58,4,2,3,7,0,1,1,0,1
307,6,2,3,16,0,1,1,0,0
315,4,2,3,16,0,1,5,0,0
157,11,2,3,7,1,1,1,0,1
8,0,2,3,16,0,1,1,0,0
300,11,2,3,16,0,1,1,0,0
58,4,2,1,16,1,1,1,0,0
78,11,2,1,17,1,1,1,0,1
63,5,2,1,17,1,1,1,0,0
223,7,2,4,7,0,1,1,0,0
167,10,2,3,14,0,1,1,0,0
333,15,1,5,16,0,1,1,0,0
127,12,1,5,16,0,1,1,0,0
178,12,0,1,17,0,1,3,0,1
188,12,0,1,17,0,2,1,0,1
285,11,2,3,16,0,1,5,0,0
45,7,0,4,14,0,1,5,0,0
166,11,2,3,14,0,1,1,0,0
157,11,2,0,16,0,1,5,0,0
205,11,2,3,14,0,1,1,0,1
64,4,2,3,7,0,1,1,0,0
220,11,2,1,17,1,2,3,0,1
307,6,2,3,14,0,1,5,0,1
252,12,2,3,14,0,1,1,0,1
321,14,2,3,7,0,1,1,0,1
60,10,2,3,14,0,2,1,0,0
11,1,2,3,14,0,1,5,0,1
220,11,2,3,16,0,1,5,0,0
303,11,2,3,16,1,1,5,0,0
220,11,2,1,17,0,2,1,0,0
199,4,2,3,14,0,1,1,0,0
330,14,2,3,14,0,1,5,0,1
330,14,2,3,16,0,1,5,0,1
252,12,2,3,16,0,1,5,0,0
270,14,2,3,14,0,1,1,0,0
69,11,1,3,14,0,1,1,0,0
157,11,2,3,16,0,1,1,0,0
39,15,2,3,14,0,1,1,0,0
300,11,2,3,14,0,1,1,0,0
16,0,2,3,14,0,1,1,0,0
62,2,2,3,14,0,1,1,0,0
193,10,1,1,17,0,1,1,0,0
307,6,2,3,14,0,1,5,0,1
107,13,2,1,17,0,2,1,0,1
11,1,2,1,17,0,2,1,0,0
11,1,2,3,14,0,1,1,0,1
25,14,1,3,16,1,1,5,0,0
249,11,2,3,7,0,1,1,0,1
320,2,2,3,14,0,1,5,0,1
12,11,2,3,7,0,1,1,0,0
74,10,2,3,14,0,1,1,0,0
223,7,2,3,14,0,1,3,0,0
115,11,2,3,7,0,1,1,0,1
285,11,2,3,16,0,1,1,0,0
128,11,2,3,16,0,1,5,0,0
257,11,2,3,14,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
53,11,2,3,14,0,1,1,0,0
115,11,2,1,17,0,2,1,0,1
155,11,2,1,17,0,1,5,0,0
281,11,2,3,14,0,2,5,0,1
285,11,2,3,14,0,2,5,0,0
205,11,2,3,14,0,1,1,0,0
104,11,2,3,7,0,1,5,0,0
255,11,2,1,17,0,2,3,0,1
31,11,2,1,17,0,2,1,0,0
128,11,2,3,3,0,1,1,0,1
300,11,2,1,16,0,1,5,0,1
300,11,2,3,16,1,1,5,0,1
257,11,2,3,7,0,1,1,0,0
157,11,2,3,7,1,1,1,0,0
32,11,2,3,7,0,1,1,0,0
78,11,2,1,17,0,1,1,0,1
32,11,2,3,14,0,1,1,0,0
39,15,2,1,17,0,2,1,0,1
300,11,2,1,17,0,2,1,0,1
13,15,1,3,16,0,1,1,0,0
157,11,2,1,1,0,1,1,0,0
242,11,2,5,14,0,1,1,0,0
336,11,2,3,14,0,1,1,0,0
300,11,2,3,14,0,1,5,0,0
220,11,2,1,17,0,1,1,0,1
257,11,2,3,14,0,2,5,0,0
271,11,2,3,14,0,1,1,0,0
300,11,2,3,16,0,2,5,0,1
292,11,2,3,7,0,1,1,0,1
